rep_genome	genome	gtdb_r220_taxonomy	study	sample_id	Asia	Europe	Hadza	NorthAmerica	Tsimane	total_mag_count
CAG_303_sp900539455__Hadza_PheChl_Fiber_Hadza_Nepal_E_18_1662	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_18_1662.107	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp900539455	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_E_18_1662	0	2	5	0	6	13
Suilimivivens_sp000436115__Hadza_PheChl_Fiber_Hadza_Nepal_E_2_1315	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_2_1315.313	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp000436115	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_E_2_1315	0	5	45	0	7	57
Acetatifactor_sp900554205__Hadza_PheChl_Fiber_Hadza_Nepal_E_4_1526	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_4_1526.29	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900554205	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_E_4_1526	0	0	39	0	12	51
UBA4285_sp900545225__Hadza_PheChl_Fiber_Hadza_Nepal_E_6_1527	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_6_1527.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp900545225	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_E_6_1527	1	0	4	0	11	16
RUG705_sp900759875__TS_ADULT_136	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_136.284	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__RUG705;s__RUG705 sp900759875	Tsimane	TS_ADULT_136	0	0	59	2	9	70
Oxalobacter_aliiformigenes__TS_ADULT_14	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_14.112	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__Oxalobacter aliiformigenes	Tsimane	TS_ADULT_14	0	0	10	1	27	38
Roseburia_sp900550935__TS_ADULT_14	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_14.137	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900550935	Tsimane	TS_ADULT_14	1	0	15	0	9	25
UBA4644_sp900555855__TS_ADULT_14	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_14.23	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UBA4644;s__UBA4644 sp900555855	Tsimane	TS_ADULT_14	0	1	51	0	36	88
CAG_217_sp000436335__TS_ADULT_140	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_140.265	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	Tsimane	TS_ADULT_140	30	42	44	14	35	165
Faecousia_sp000434635__TS_ADULT_141	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_141.252	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635	Tsimane	TS_ADULT_141	6	30	27	17	28	108
CAKUFA01_sp934647165__TS_ADULT_143	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_143.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__CAKUFA01;s__CAKUFA01 sp934647165	Tsimane	TS_ADULT_143	0	0	13	0	23	36
Qingrenia_sp022009895__TS_ADULT_143	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_143.226	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1810;f__UMGS1810;g__Qingrenia;s__Qingrenia sp022009895	Tsimane	TS_ADULT_143	0	0	15	0	13	28
Streptococcus_infantarius__TS_ADULT_144	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_144.190	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	Tsimane	TS_ADULT_144	1	0	5	0	10	16
Coprococcus_sp934247115__TS_ADULT_144	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_144.253	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp934247115	Tsimane	TS_ADULT_144	0	0	7	0	4	11
CAG_245_sp000435175__TS_ADULT_144	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_144.313	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000435175	Tsimane	TS_ADULT_144	16	19	9	20	4	68
CAG_170_sp902796245__TS_ADULT_144	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_144.42	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp902796245	Tsimane	TS_ADULT_144	0	0	9	0	4	13
UMGS1477_sp900552205__TS_ADULT_145	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_145.122	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UMGS1477;s__UMGS1477 sp900552205	Tsimane	TS_ADULT_145	0	2	4	0	9	15
Senegalimassilia_sp934630815__TS_ADULT_146	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_146.109	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia sp934630815	Tsimane	TS_ADULT_146	0	0	20	0	51	71
UMGS1052_sp900548115__TS_ADULT_147	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_147.231	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS1052;s__UMGS1052 sp900548115	Tsimane	TS_ADULT_147	0	0	17	0	15	32
UBA5905_sp021640185__TS_ADULT_147	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_147.298	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__UBA5905 sp021640185	Tsimane	TS_ADULT_147	0	0	7	0	16	23
CAKRZE01_sp934432725__TS_ADULT_147	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_147.4	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAKRZE01;s__CAKRZE01 sp934432725	Tsimane	TS_ADULT_147	0	0	5	0	5	10
UBA737_sp934486705__TS_ADULT_147	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_147.46	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp934486705	Tsimane	TS_ADULT_147	0	0	4	0	9	13
Vescimonas_sp900313295__TS_ADULT_148	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_148.8	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900313295	Tsimane	TS_ADULT_148	0	0	41	0	25	66
UMGS882_sp934444645__TS_ADULT_148	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_148.93	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS882;s__UMGS882 sp934444645	Tsimane	TS_ADULT_148	0	0	9	0	21	30
Limiplasma_sp934621505__TS_ADULT_149	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_149.268	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp934621505	Tsimane	TS_ADULT_149	0	0	7	0	23	30
Cryptobacteroides_sp000431015__TS_ADULT_149	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_149.4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000431015	Tsimane	TS_ADULT_149	0	7	68	1	27	103
Holdemanella_sp934772795__TS_ADULT_15	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_15.224	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp934772795	Tsimane	TS_ADULT_15	0	0	76	0	4	80
Lawsonibacter_sp905215425__TS_ADULT_15	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_15.288	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp905215425	Tsimane	TS_ADULT_15	0	0	9	0	8	17
Enterousia_sp900549365__TS_ADULT_150	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_150.111	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp900549365	Tsimane	TS_ADULT_150	0	0	40	0	12	52
UMGS1883_sp905195005__TS_ADULT_151	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_151.319	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1883;f__UMGS1883;g__UMGS1883;s__UMGS1883 sp905195005	Tsimane	TS_ADULT_151	0	0	27	0	13	40
Lientehia_sp934351765__TS_ADULT_151	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_151.335	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lientehia;s__Lientehia sp934351765	Tsimane	TS_ADULT_151	0	0	8	0	7	15
Faecalibacillus_faecis__TS_ADULT_154	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_154.240	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	Tsimane	TS_ADULT_154	2	12	37	2	8	61
Catenibacterium_sp900540685__TS_ADULT_154	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_154.283	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium sp900540685	Tsimane	TS_ADULT_154	0	0	14	0	11	25
HGM10818_sp905211265__TS_ADULT_154	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_154.323	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__HGM10818;s__HGM10818 sp905211265	Tsimane	TS_ADULT_154	0	0	40	0	4	44
CAG_914_sp000437895__TS_ADULT_155	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_155.133	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-914;s__CAG-914 sp000437895	Tsimane	TS_ADULT_155	1	0	14	0	6	21
RUG563_sp934632155__TS_ADULT_155	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_155.54	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG563;s__RUG563 sp934632155	Tsimane	TS_ADULT_155	0	0	14	0	24	38
UMGS1668_sp900768105__TS_ADULT_155	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_155.79	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668;s__UMGS1668 sp900768105	Tsimane	TS_ADULT_155	0	0	7	0	18	25
CAG_196_sp934757275__TS_ADULT_156	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_156.278	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp934757275	Tsimane	TS_ADULT_156	0	0	21	0	5	26
CAG_177_sp003538135__TS_ADULT_158	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_158.337	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	Tsimane	TS_ADULT_158	13	6	37	4	60	120
UBA5884_sp900551505__TS_ADULT_158	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_158.42	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__UBA5884 sp900551505	Tsimane	TS_ADULT_158	0	0	7	0	4	11
SIG438_sp934489915__TS_ADULT_158	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_158.96	d__Bacteria;p__Bacillota_A;c__Clostridia;o__HGM11514;f__HGM11514;g__SIG438;s__SIG438 sp934489915	Tsimane	TS_ADULT_158	0	0	4	0	16	20
UMGS1484_sp934486455__TS_ADULT_159	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_159.151	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1484;s__UMGS1484 sp934486455	Tsimane	TS_ADULT_159	0	0	8	0	21	29
Parabacteroides_sp934725305__TS_ADULT_159	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_159.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp934725305	Tsimane	TS_ADULT_159	0	0	8	0	8	16
HGM13233_sp900762805__TS_ADULT_161	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_161.166	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__HGM13233;s__HGM13233 sp900762805	Tsimane	TS_ADULT_161	0	0	12	0	25	37
Firm_10_sp934636425__TS_ADULT_162	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_162.216	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Firm-10;s__Firm-10 sp934636425	Tsimane	TS_ADULT_162	0	0	5	0	35	40
CAZU01_sp934271465__TS_ADULT_162	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_162.335	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAZU01;s__CAZU01 sp934271465	Tsimane	TS_ADULT_162	0	0	7	0	5	12
CAG_273_sp000435755__TS_ADULT_163	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_163.160	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000435755	Tsimane	TS_ADULT_163	2	9	22	5	5	43
Dysosmobacter_sp900763685__TS_ADULT_164	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_164.131	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900763685	Tsimane	TS_ADULT_164	0	0	26	0	28	54
Faecalibacterium_sp934553285__TS_ADULT_164	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_164.179	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934553285	Tsimane	TS_ADULT_164	0	0	4	0	4	8
Dorea_formicigenerans__Hadza_MoBio_C_REDO_C_5_1529	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_C_5_1529.59	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	Hadza	Hadza_MoBio_C-REDO_C_5_1529	2	8	86	3	16	115
Prevotella_sp900552675__Hadza_MoBio_hadza_A_D_A_10_1110	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_A_10_1110.36	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900552675	Hadza	Hadza_MoBio_hadza-A-D_A_10_1110	2	7	33	0	8	50
Petralouisia_sp012519695__Hadza_MoBio_hadza_A_D_D_16_1621	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_16_1621.328	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia;s__Petralouisia sp012519695	Hadza	Hadza_MoBio_hadza-A-D_D_16_1621	0	0	21	0	6	27
Roseburia_A_sp934364805__Hadza_MoBio_hadza_A_D_D_19_1578	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_19_1578.148	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_A;s__Roseburia_A sp934364805	Hadza	Hadza_MoBio_hadza-A-D_D_19_1578	0	0	36	0	8	44
Prevotella_sp002265625__Hadza_MoBio_hadza_A_D_D_21_1577	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_21_1577.297	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625	Hadza	Hadza_MoBio_hadza-A-D_D_21_1577	5	5	92	3	30	135
Agathobacter_sp900543445__Hadza_MoBio_hadza_A_D_K_24_1168	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.121	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900543445	Hadza	Hadza_MoBio_hadza-A-D_K_24_1168	4	1	45	0	14	64
Bariatricus_comes__Hadza_MoBio_hadza_E_H_A_2_1814	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_2_1814.106	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes	Hadza	Hadza_MoBio_hadza-E-H_A_2_1814	3	18	5	2	6	34
Eubacterium_F_sp003491505__Hadza_MoBio_hadza_E_H_B_8_2155	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_B_8_2155.63	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	Hadza	Hadza_MoBio_hadza-E-H_B_8_2155	21	54	57	51	6	189
UBA11774_sp003507655__Hadza_MoBio_hadza_E_H_E_17_1727	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_17_1727.310	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655	Hadza	Hadza_MoBio_hadza-E-H_E_17_1727	0	9	11	2	6	28
Choladousia_sp902363665__Hadza_MoBio_hadza_E_H_G_9_1735	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_9_1735.201	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363665	Hadza	Hadza_MoBio_hadza-E-H_G_9_1735	0	0	56	0	9	65
Roseburia_hominis__Hadza_MoBio_hadza_E_H_J_6_2308	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_6_2308.178	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	Hadza	Hadza_MoBio_hadza-E-H_J_6_2308	20	25	32	13	26	116
Prevotella_sp000434975__Hadza_MoBio_hadza_E_H_J_6_2308	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_6_2308.278	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975	Hadza	Hadza_MoBio_hadza-E-H_J_6_2308	5	10	86	0	14	115
Prevotella_sp900543975__Hadza_MoBio_hadza_E_H_L_18_2327	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_L_18_2327.56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900543975	Hadza	Hadza_MoBio_hadza-E-H_L_18_2327	6	3	92	0	17	118
Prevotella_sp900553595__Hadza_MoBio_hadza_I_L_I_4_2616	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_4_2616.40	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900553595	Hadza	Hadza_MoBio_hadza-I-L_I_4_2616	0	0	49	0	16	65
Agathobacter_faecis__Hadza_MoBio_hadza_I_L_K_16_2625	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_16_2625.217	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	Hadza	Hadza_MoBio_hadza-I-L_K_16_2625	69	92	58	35	35	289
Roseburia_D_sp900771955__Hadza_MoBio_hadza_I_L_M_13_2496	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_13_2496.212	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_D;s__Roseburia_D sp900771955	Hadza	Hadza_MoBio_hadza-I-L_M_13_2496	0	0	10	0	4	14
Agathobacter_sp905209075__Hadza_MoBio_hadza_I_L_O_18_2640	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_18_2640.63	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp905209075	Hadza	Hadza_MoBio_hadza-I-L_O_18_2640	0	0	50	0	18	68
Jutongia_sp934351255__Hadza_MoBio_hadza_I_L_O_20_2642	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_20_2642.124	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Jutongia;s__Jutongia sp934351255	Hadza	Hadza_MoBio_hadza-I-L_O_20_2642	0	0	31	0	6	37
Anaerobutyricum_hallii__Hadza_PheChl_Fiber_Hadza_Nepal_C_12_2317	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_12_2317.345	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_12_2317	1	33	75	0	25	134
Roseburia_sp003483745__Hadza_PheChl_Fiber_Hadza_Nepal_C_24_1307	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_24_1307.198	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp003483745	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_24_1307	0	1	6	0	6	13
Bariatricus_sp934307065__Hadza_PheChl_Fiber_Hadza_Nepal_C_8_2273	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_8_2273.428	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus sp934307065	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_8_2273	0	0	13	0	22	35
Choladousia_sp902363135__Hadza_PheChl_Fiber_Hadza_Nepal_E_16_1654	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_16_1654.15	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363135	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_E_16_1654	0	0	66	0	35	101
Coprococcus_A_catus__Hadza_PheChl_Fiber_Hadza_Nepal_E_18_1662	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_18_1662.211	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_E_18_1662	1	1	17	0	5	24
